84714, 102374, 102372, 102372, 102374, 113410,
84715, 102376, 102374, 102374, 102376, 113410,
84715, 102375, 102376, 102376, 102375, 114515,
84716, 102379, 102376, 102376, 102379, 113410,
84716, 102376, 102377, 102377, 102376, 114515,
84716, 102378, 102379, 102379, 102378, 114516,
84717, 102372, 102379, 102379, 102372, 113410,
84717, 102379, 102380, 102380, 102379, 114516,
84730, 102386, 102384, 102384, 102386, 113411,
84731, 102388, 102386, 102386, 102388, 113411,
84731, 102387, 102388, 102388, 102387, 114519,
84732, 102391, 102388, 102388, 102391, 113411,
84732, 102388, 102389, 102389, 102388, 114519,
84732, 102390, 102391, 102391, 102390, 114520,
84733, 102384, 102391, 102391, 102384, 113411,
84733, 102391, 102392, 102392, 102391, 114520,
84746, 102398, 102396, 102396, 102398, 113412,
84747, 102400, 102398, 102398, 102400, 113412,
84747, 102399, 102400, 102400, 102399, 114523,
84748, 102403, 102400, 102400, 102403, 113412,
84748, 102400, 102401, 102401, 102400, 114523,
84748, 102402, 102403, 102403, 102402, 114524,
84749, 102396, 102403, 102403, 102396, 113412,
84749, 102403, 102404, 102404, 102403, 114524,
84762, 102410, 102408, 102408, 102410, 113413,
84763, 102412, 102410, 102410, 102412, 113413,
84763, 102411, 102412, 102412, 102411, 114527,
84764, 102415, 102412, 102412, 102415, 113413,
84764, 102412, 102413, 102413, 102412, 114527,
84764, 102414, 102415, 102415, 102414, 114528,
84765, 102408, 102415, 102415, 102408, 113413,
84765, 102415, 102416, 102416, 102415, 114528,
84778, 102422, 102420, 102420, 102422, 113414,
84779, 102424, 102422, 102422, 102424, 113414,
84779, 102423, 102424, 102424, 102423, 114531,
84780, 102427, 102424, 102424, 102427, 113414,
84780, 102424, 102425, 102425, 102424, 114531,
84780, 102426, 102427, 102427, 102426, 114532,
84781, 102420, 102427, 102427, 102420, 113414,
84781, 102427, 102428, 102428, 102427, 114532,
84794, 102434, 102432, 102432, 102434, 113415,
84795, 102436, 102434, 102434, 102436, 113415,
84795, 102435, 102436, 102436, 102435, 114535,
84796, 102438, 102436, 102436, 102438, 113415,
84796, 102436, 102437, 102437, 102436, 114535,
84796, 102413, 102438, 102438, 102413, 114527,
84797, 102432, 102438, 102438, 102432, 113415,
84797, 102438, 102411, 102411, 102438, 114527,
84810, 102444, 102442, 102442, 102444, 113416,
84811, 102446, 102444, 102444, 102446, 113416,
84811, 102445, 102446, 102446, 102445, 114538,
84812, 102448, 102446, 102446, 102448, 113416,
